structure_number,county,location,feature_carried,feature_crossed,owner,year_built,year_reconstructed,date_of_last_inspection_mmyy,bridge_condition,latitude,longitude
1059040,Suffolk,'.9MI S SMSP+RTE 25A','PULASKI ROAD (CR 1','908K908K07011099  RTE 90',State Highway Agency,1955,,0619,Good,40.884908332818874,-73.27259722241614
1059059,Suffolk,'SMSP + RTE 25A','RTE 908K','RTE 25A',State Highway Agency,1955,,0519,Fair,40.89688055632479,-73.26578333300117
1059080,Nassau,'1 MI SE JCT RTS 24+135','MERRITTS RD','RTE 907E  BIKE PATH',State Highway Agency,1935,,0718,Good,40.71824999997906,-73.45943333307198
1059100,Nassau,'.7 MI NE JCT RTS 24+135','CENTRAL AVENUE','RTE 907E  BIKE PATH',State Highway Agency,1936,,0218,Good,40.735544443870204,-73.46998055612906
1059119,Nassau,'NEAR EAST BAY IN NASSAU','RTE 909D','BAY PARKWAY',State Highway Agency,1967,,1018,Fair,40.593677778227935,-73.53791944397439
1059129,Nassau,'NEAR EAST BAY IN NASSAU','RTE 908E','SLOOP CHANNEL',State Highway Agency,1934,1993,0418,Fair,40.6009138893191,-73.54354166696106
1059139,Nassau,'NEAR EAST BAY IN NASSAU','RTE 908C','RTE 908E',State Highway Agency,1935,2000,0518,Fair,40.610666666946365,-73.54877500027804
1059149,Nassau,'NEAR EAST BAY IN NASSAU','RTE 908E','FUNDY CHANNEL',State Highway Agency,1987,1988,0318,Fair,40.61517500009031,-73.5537694437132
1059159,Nassau,'AT FREEPORT-S OF SSP','RTE 908E','FALSE CHANNEL',State Highway Agency,1934,1988,1018,Fair,40.6299333328855,-73.56260277822626
1059169,Nassau,'AT FREEPORT-S OF SSP','MERRICK ROAD','908E90BE03011043  RTE 90',State Highway Agency,1934,,0119,Good,40.65381666719084,-73.56693888861052
1059179,Nassau,'AT FREEPORT-S OF SSP','RTE 908E','27  27 03041086  RTE 27',State Highway Agency,1938,1964,0119,Fair,40.6584805557989,-73.56792222224976
1059189,Nassau,'AT FREEPORT-S OF SSP','RTE 908E','LONG ISLAND-MK BR',State Highway Agency,1934,,0819,Fair,40.660069444202215,-73.56818055616593
1059199,Nassau,'AT FREEPORT-S OF SSP','RTE 908E','EAST MEADOW POND',State Highway Agency,1935,,0919,Fair,40.66262777828552,-73.56833888872632
1059200,Nassau,'AT FREEPORT-S OF SSP','BABYLON TURNPIKE','RTE 908E',State Highway Agency,1963,,0119,Good,40.665199999968884,-73.56824722193977
1059210,Nassau,'AT FREEPORT-S OF SSP','WASHINGTON AVENUE','RTE 908E',State Highway Agency,1963,,0119,Good,40.680016667290076,-73.57192500017148
1059220,Nassau,'AT FREEPORT-S OF SSP','RTE 908E','MSP N/B TO SSP W/B',State Highway Agency,1955,,0919,Fair,40.688150000172136,-73.57446666738518
1059239,Nassau,'SW OF E MEADOW  N OF SSP','JERUSALEM AVENUE','908E908E03011072  RTE 90',State Highway Agency,1955,,0119,Good,40.69445555567799,-73.57611111076788
1059249,Nassau,'AT EAST MEADOW-N OF SSP','RTE 908E','RTE 102',State Highway Agency,1954,1971,0818,Fair,40.712263889048096,-73.57995000004911
1059269,Nassau,'AT EAST MEADOW-N OF SSP','STEWART AVENUE','RTE 908E',State Highway Agency,1955,2010,0618,Fair,40.73661666706798,-73.58890555574646
1059270,Nassau,'SW OF E MEADOW- N OF SSP','AVENUE C','908E908E03011105  RTE 90',State Highway Agency,1955,2014,0219,Fair,40.73735000031836,-73.59313888898076
1059289,Nassau,'AT EAST MEADOW-N OF SSP','ZECKENDORF BLVD','908E908E03011113  RTE 90',State Highway Agency,1956,,0219,Fair,40.73756111127866,-73.6076638889469
1059290,Nassau,'AT EAST MEADOW-N OF SSP','OLD COUNTRY ROAD','908E908E03011117  RTE 90',State Highway Agency,1956,1992,0819,Fair,40.743624999776785,-73.61171666709731
1059309,Nassau,'AT EAST MEADOW-N OF SSP','RTE 908E','WESTBURY AVENUE',State Highway Agency,1956,1989,0318,Fair,40.748983333128024,-73.61524166705198
1059311,Nassau,'0.3M E. RTS 25 & NSP','RTE 908G','MSP N/B TO NSP W/B',State Highway Agency,1989,,1119,Fair,40.75566388907089,-73.617497221746
1059312,Nassau,'.3MI E RTE 25 & NSP','RTE 908G','MSP N/B TO NSP W/B',State Highway Agency,1990,,1119,Good,40.75546388922679,-73.61716666687433
1059320,Nassau,'.2 MI E NYC L -SSP','ELMONT ROAD','RTE 908M',State Highway Agency,1934,,0619,Fair,40.687994443747236,-73.72292222159437
1059331,Nassau,'.6 MI E NYC LINE & SSP','RTE 908M','CENTRAL AVENUE',State Highway Agency,1956,,1018,Fair,40.68687222220548,-73.71545833279932
1059332,Nassau,'.6 MI E NYC LINE & SSP','RTE 908M','CENTRAL AVENUE',State Highway Agency,1934,1956,1018,Fair,40.68667777833887,-73.71530277782979
1059350,Nassau,'1.5 MI E NYC LINE ON SSP','FLETCHER AVENUE','RTE 908M',State Highway Agency,1934,,0619,Fair,40.6790305556627,-73.70019166666668
1059360,Nassau,'2.1 MI E NYC LINE & SSP','CORONA AVENUE','RTE 908M',State Highway Agency,1956,,1118,Good,40.68295555579902,-73.68848611096644
1059370,Nassau,'2.2 MI E NYC LINE & SSP','FRANKLIN AVENUE','RTE 908M',State Highway Agency,1929,1956,1118,Good,40.68320833279961,-73.68583055623934
1059381,Nassau,'3.1 MI E NYC LINE & SSP','RTE 908M','DOGWOOD AVENUE',State Highway Agency,1956,,1118,Fair,40.68298055580979,-73.6675944442563
1059382,Nassau,'3.1 MI E NYC LINE & SSP','RTE 908M','DOGWOOD AVENUE',State Highway Agency,1934,,1118,Fair,40.68280833286895,-73.66780277794372
1059400,Nassau,'3.3 MI E NYC LINE ON SSP','HEMPSTEAD AVENUE','RTE 908M',State Highway Agency,1929,,0619,Fair,40.6822527777417,-73.66340555606897
1059411,Nassau,'3.8 MI E NYC L-SSP','RTE 908M','LONG ISLAND RR',State Highway Agency,1954,,0818,Fair,40.683552778212764,-73.6548250002904
1059412,Nassau,'3.8 MI E NYC L-SSP','RTE 908M','LONG ISLAND RR',State Highway Agency,1928,,0818,Fair,40.68342499978894,-73.655055555603
1059430,Nassau,'3.9 MI E NYC LINE ON SSP','WOODFIELD ROAD','RTE 908M',State Highway Agency,1928,,0619,Fair,40.68313333299555,-73.65285277783015
1059440,Nassau,'4.4 MI E NYC LINE & SSP','EAGLE AVENUE','908M908M03011047  RTE 90',State Highway Agency,1946,2014,1118,Fair,40.68473333299315,-73.6427055557045
1059459,Nassau,'4.6 MI E NY CITY LINE - S','RTE 908M','HEMPSTEAD LAKE',State Highway Agency,1946,,1018,Good,40.68615555589211,-73.64110000039041
1059469,Nassau,'5.1 MI E NYC L-SSP','PENINSULA BLVD','RTE 908M',State Highway Agency,1945,2014,0219,Fair,40.69002499979349,-73.63270833336661
1059470,Nassau,'5.5 MI W JCT SSP + WSP','HEMP-FRANKLIN AVE','RTE 908M',State Highway Agency,1956,2014,1018,Fair,40.687708332813884,-73.62411944391708
1059481,Nassau,'5.3 MI W JCT RTS SSP+WSP','RTE 908M','LONG  BEACH ROAD',State Highway Agency,1930,1976,0519,Fair,40.68757222210344,-73.61994166699155
1059482,Nassau,'5.3 MI W JCT RTS SSP+WSP','RTE 908M','LONG  BEACH ROAD',State Highway Agency,1956,1976,0519,Fair,40.68736944408723,-73.62004444414148
1059509,Nassau,'5 MI W JCT SSP & WSP','BALDWIN  ROAD','RTE 908M',State Highway Agency,1930,1957,1118,Fair,40.686897222109465,-73.61459722195531
1059510,Nassau,'4.6 MI W JCT SSP & WSP','MILBURN AVENUE','RTE 908M',State Highway Agency,1956,,0719,Good,40.6837722220549,-73.60714722201291
1059521,Nassau,'4.1 MI W JCT SSP + WSP','RTE 908M','BROOKSIDE AVENUE',State Highway Agency,1956,,1118,Fair,40.68626666732127,-73.59681944390499
1059522,Nassau,'4.1 MI W JCT SSP & WSP','RTE 908M','BROOKSIDE AVENUE',State Highway Agency,1930,1956,1118,Fair,40.68606111086142,-73.59688055629375
1059540,Nassau,'4 MI W JCT SSP + WSP','NASSAU ROAD','RTE 908M',State Highway Agency,1930,2017,1018,Good,40.68668055619022,-73.59424722229349
1059550,Nassau,'3.8 MI W JCT SSP & WSP','PARK AVENUE','RTE 908M',State Highway Agency,1930,1956,0419,Fair,40.688816667132585,-73.59095000006057
1059569,Nassau,'3.1 MI W JCT RTS SSP+WSP','MSP-SSP CONNECTOR','RTE 908M',State Highway Agency,1935,1956,0119,Good,40.690577777835315,-73.57729444442367
1059579,Nassau,'3 MI W JCT RTS SSP+WSP','RTE 908E','RTE 908M',State Highway Agency,1955,,0119,Fair,40.69062499989142,-73.57480555592782
1059580,Nassau,'2.6 MI W JCT SSP & WSP','MEADOWBROOK ROAD','RTE 908M',State Highway Agency,1956,,0918,Good,40.68965833332121,-73.5676000001506
1059590,Nassau,'2.4 MI W JCT SSP & WSP','MERRICK AVENUE','RTE 908M',State Highway Agency,1956,,0619,Good,40.689830556271076,-73.56288888894932
1059601,Nassau,'1.9 MI W JCT SSP + WSP','RTE 908M','JERUSALEM AVENUE',State Highway Agency,1956,,1018,Fair,40.69070833317059,-73.55314999962927
1059602,Nassau,'1.9 MI W JCT RTS SSP+WSP','RTE 908M','JERUSALEM AVENUE',State Highway Agency,1930,,0918,Fair,40.69062499989142,-73.5525555556597
1059620,Nassau,'1.7 MI W JCT SSP & WSP','BELLMORE AVENUE','RTE 908M',State Highway Agency,1930,1956,0719,Good,40.69224166693119,-73.55047222237863
1059630,Nassau,'.8 MI W JCT SSP & WSP','BELLMORE ROAD','RTE 908M',State Highway Agency,1956,,0719,Fair,40.69869999967626,-73.53363611140968
1059640,Nassau,'.6 MI W JCT RTS SSP+WSP','OAKFIELD  ROAD','RTE 908M',State Highway Agency,1930,1956,0118,Good,40.69967222181317,-73.53012500030763
1059651,Nassau,'JCT RTS SSP+WSP','RTE 908T','RTE 908M',State Highway Agency,1965,2012,0219,Good,40.69842777793187,-73.52013333315145
1059652,Nassau,'JCT RTS SSP+WSP','RTE 908T','RTE 908M',State Highway Agency,1931,2012,0219,Fair,40.698269444295256,-73.51855833313348
1059680,Nassau,'0.1 MI W JCT SH 135 & SSP','SEAMANS NECK ROAD','RTE 908M',State Highway Agency,1931,,0619,Fair,40.70100555618107,-73.49250277826768
1059691,Nassau,'JCT RTS 107+SSP','RTE 908M','RTE 107',State Highway Agency,1957,,0118,Good,40.70305555633439,-73.48246944365535
1059692,Nassau,'JCT RTS 107+SSP','RTE 908M','RTE 107',State Highway Agency,1934,,0118,Fair,40.70289166708866,-73.48243333317758
1059710,Nassau,'1.5 MI E JCT RTS 135+SSP','NORTH  BROADWAY','RTE 908M',State Highway Agency,1930,1957,0719,Fair,40.70577222223725,-73.46131666723481
1059720,Nassau,'.5 MI E JCT RTS 107+SSP','RTE 907E','RTE 908M',State Highway Agency,1936,1957,0118,Fair,40.7057333332359,-73.45269444400006
1059730,Nassau,'1.5 MI E JCT RTS 107+SSP','CARMANS ROAD','RTE 908M',State Highway Agency,1933,1957,0218,Good,40.70579166706988,-73.43326388889615
1059740,Suffolk,'.2 MI E JCT SH 110 & SSP','GREAT NECK ROAD','RTE 908M',State Highway Agency,1959,,1018,Fair,40.70745000017122,-73.4237055555583
1059750,Suffolk,'.1 MI N JCT SH 109 & SSP','NEW HIGHWAY','RTE 908M',State Highway Agency,1941,2013,1118,Fair,40.71912777823661,-73.40654166730847
1059760,Suffolk,'.7 MI E JCT SH 109 & SSP','WELLWOOD AVENUE','RTE 908M',State Highway Agency,1934,2008,1118,Good,40.7212277780649,-73.39447777813302
1059779,Suffolk,'1.8 MI E JCT SH 109 & SSP','RTE 908M','STRAIGHT  PATH',State Highway Agency,1941,1960,0218,Fair,40.72697777806756,-73.37483055567074
1059780,Suffolk,'2.2 MI W JCT SH 231 & SSP','LITTLE EAST NECK R','RTE 908M',State Highway Agency,1941,2012,1118,Good,40.73015833279863,-73.36427499984106
1059790,Suffolk,'1.3 MI W JCT RTS 231+SSP','BELMONT AVENUE','RTE 908M',State Highway Agency,1960,,0318,Good,40.732047221675835,-73.34594444437897
1059809,Suffolk,'BETWEEN EXITS 37 & 38 - S','RTE 908M','CARLLS RIVER  PEDESTRIAN',State Highway Agency,1933,1942,0818,Good,40.73255277792817,-73.34159444424378
1059810,Suffolk,'BETWEEN EXITS 37 & 38 - S','SYLVAN RD','CARLLS RIVER  PEDESTRIAN',State Highway Agency,1960,,0818,Fair,40.73209722228247,-73.34151388871902
1059829,Suffolk,'.9 MI W JCT RTS 231+SSP','RTE 908M','BELMONT PK ENTR',State Highway Agency,1962,,0318,Good,40.73314722225762,-73.33838888879743
1059830,Suffolk,'1.3 MI E JCT RTS 231+SSP','UDALL ROAD','RTE 908M',State Highway Agency,1949,,1119,Fair,40.73347222185768,-73.29634722235919
1059849,Suffolk,'1.8 MI E JCT SH 231 & SSP','RTE 908J','RTE 908M',State Highway Agency,1961,,0418,Fair,40.73586111116661,-73.28736666744581
1059859,Suffolk,'2 MI E JCT RTS 231+SSP','BAY SHORE ROAD','RTE 908M',State Highway Agency,1961,,1019,Fair,40.73767777825534,-73.28489444359678
1059860,Suffolk,'2.7 MI NE JCT SH 231 & SS','SGSP SB TO SSP EB','RTE 908M',State Highway Agency,1961,,1018,Good,40.74657777770067,-73.27727499983223
1059879,Suffolk,'3.0 MI NE JCT RTS 231+SSP','MANATUCK ROAD','908M908M07021095  RTE 90',State Highway Agency,1961,,0719,Fair,40.7489277776894,-73.26992222185808
1059889,Suffolk,'3.4 MI NE JCT RTS 231+SSP','FIFTH AVENUE','908M908M07021097  RTE 90',State Highway Agency,1961,,0819,Fair,40.74896388866163,-73.26338055611014
1059899,Suffolk,'1.8 MI W JCT RTS 111+HSP','BRENTWOOD ROAD','908M908M07021110  RTE 90',State Highway Agency,1961,,0719,Good,40.752091666745464,-73.24347222214088
1059909,Suffolk,'1 MI W JCT SH 111 & HSP','COMMACK ROAD','908M908M07021118  RTE 90',State Highway Agency,1961,,1118,Good,40.7547611107032,-73.22810000036907
1059919,Suffolk,'2.5 MI E JCT SH 111 & HSP','CARLETON AVENUE','908M908M07021134  RTE 90',State Highway Agency,1961,,0619,Fair,40.756574999721266,-73.19547500025344
1059929,Suffolk,'3.2 MI E JCT SH 111 & HSP','MANHATTAN BLVD','908M908M07021141  RTE 90',State Highway Agency,1961,,0719,Fair,40.755077777697494,-73.18378611099666
1059949,Suffolk,'JCT SH 27 & SSP','RTE 908M','27  27 07051140  RTE 27',State Highway Agency,1960,,1119,Fair,40.74590000006756,-73.178400000301
1059959,Suffolk,'.4 MI SE JCT RTS 27+SSP','RTE 908M','JEFFERSON STREET',State Highway Agency,1960,,0619,Good,40.74103055595943,-73.17339166711491
1059969,Suffolk,'.5 MI SE JCT RTS 27+SSP','RTE 908M','HAWTHORNE AVE  LIRR-MONT',State Highway Agency,1960,,0919,Fair,40.739880556234446,-73.17257777819614
1059979,Suffolk,'.7 MI SE JCT SH 27 & SSP','RTE 908M','UNION BLVD - CR50',State Highway Agency,1960,,0519,Fair,40.737355555878494,-73.17152222180468
1059989,Suffolk,'JCT RTS 27A + SSP','RTE 908M','RTE 27A',State Highway Agency,1960,,0619,Fair,40.735625000272314,-73.17090000012989
1059990,Suffolk,'1.2 MI S JCT SH 27A & SSP','TIMBER POINT ROAD','908M908M07021169  RTE 90',State Highway Agency,1960,,0519,Fair,40.719077778097855,-73.16362500008962
1060770,Nassau,'NY25 & NY25B','RTE 25B','RTE 25',State Highway Agency,1968,,0818,Fair,40.759966666720544,-73.61594166666067
1060789,Nassau,'1.9 MI S JCT RTS SSP&WSP','RTE 27','WANTAGH STATE PARKWAY NB',State Highway Agency,1928,,0219,Fair,40.67128888902392,-73.51433611116092
1060799,Nassau,'1.5 MI E JCT RTS 27+135','RTE 27','MASSAPEQUA CREEK',State Highway Agency,1927,1963,1019,Good,40.67677500032073,-73.46386388873192
1060851,Nassau,'JCT RTE 135+RTE 25','RTE 25','135 135 03011116  RTE 13',State Highway Agency,1962,,0619,Fair,40.81185833304951,-73.4916277778584
1060852,Nassau,'JCT RTE 135+RTE 25','RTE 25','135 135 03011116  RTE 13',State Highway Agency,1962,,0619,Good,40.81174999993731,-73.49132777828278
1060860,Suffolk,'.8 MI E JCT SH 27 & SH 10','LITTLE E NECK RD','RTE 27',State Highway Agency,1968,,0718,Fair,40.7133138887297,-73.35113333264896
1060870,Suffolk,'.8 MI W JCT I495 & SH25','RTE 25','LONG ISLAND- M.L.',State Highway Agency,1924,1986,0819,Fair,40.91628611121105,-72.70956111118933
1060890,Suffolk,'2.4 MI NE OF SOUTHOLD','RTE 25','LONG ISLAND- MAIN',State Highway Agency,2009,,0819,Good,41.084933333109575,-72.39248055639634
1060900,Suffolk,'SH 25 - .6 MI E OF E MARI','RTE 25','DAM POND CHANNEL',State Highway Agency,1991,,0718,Fair,41.13154444370637,-72.32756111103684
1060919,Nassau,'RTE 25A-4.9MI NE QNS CL','RTE 25A','BEDELL'S LANDING RD  HEM',State Highway Agency,2010,,1118,Good,40.80378611088415,-73.65086666741567
1060930,Suffolk,'5.0 MI NE OF SOUTHOLD','RTE 25','MILL CREEK',State Highway Agency,1979,,1018,Fair,41.078655555828334,-72.39782499963592
1063029,Nassau,'RTE 495+RTE 25 WB','RTE I495','RTE 25',State Highway Agency,1962,1998,0718,Fair,40.78266388876557,-73.55693333260174
1064010,Suffolk,'2.3 MI E JCT SH 27 & SH10','DEER PARK AVE','RTE 27',State Highway Agency,1972,,0818,Good,40.71628888902969,-73.32211111132025
1064020,Suffolk,'.1 MI E JCT SH 231 & SH 2','HIGBIE LANE','RTE 27',State Highway Agency,1972,,0718,Fair,40.71825833298779,-73.31188888885148
1064039,Suffolk,'.6 MI E JCT SH 231 & SH 2','RTE 27','UDALL RD - CR 82',State Highway Agency,1972,,1118,Fair,40.72009722188176,-73.30211666664451
1064049,Suffolk,'2 MI NE JCT SH 231 & SH 2','RTE 27','MANOR LANE',State Highway Agency,1972,,0718,Good,40.729122221887046,-73.27984444385288
1064061,Suffolk,'4.3 MI W JT RTS 495I &112','RTE I495','HOLBROOK ROAD',State Highway Agency,1998,,0919,Good,40.816352777823596,-73.07905555557537
1064062,Suffolk,'4.3 MI W JT RTS 495I &112','RTE I495','HOLBROOK ROAD',State Highway Agency,1998,,0919,Good,40.81608888908496,-73.07900833293752
1064071,Suffolk,'3 MI W JCT RTS I495 & 112','RTE I495','CR 97-NICOLLS RD  CR 97-',State Highway Agency,1998,,0619,Good,40.820249999684215,-73.05408888908964
1064072,Suffolk,'3 MI W JCT RTS I495 & 112','RTE I495','CR 97-NICOLLS RD  CR 97-',State Highway Agency,1998,,0619,Fair,40.819933333320634,-73.0543333332548
1064080,Suffolk,'2.6 MI W JCT I495 & SH112','WAVERLY AVENUE','RTE I495',State Highway Agency,1970,,0318,Fair,40.82118611084475,-73.04579444403404
1064091,Suffolk,'2.2 MI W JCT RTS I495&112','RTE I495','BLUE POINT ROAD',State Highway Agency,1998,,0919,Fair,40.822194444296144,-73.03734166731633
1064092,Suffolk,'2.2 MI W JCT RTS I495&112','RTE I495','BLUE POINT ROAD',State Highway Agency,1998,,0919,Fair,40.82193333332752,-73.03729999986024
1064109,Suffolk,'1.3 MI W JCT RTS 495+112','NORTH OCEAN AVE','495I495I07031226  RTE I4',State Highway Agency,1968,2019,0919,Fair,40.823311110818004,-73.02014999956472
1064111,Suffolk,'.9 MI W JCT I495 & SH112','RTE I495','OLD MEDFORD AVE',State Highway Agency,1998,,1019,Good,40.82373055566218,-73.01325555642156
1064112,Suffolk,'.9 MI W JCT I495 & SH 112','RTE I495','OLD MEDFORD AVE',State Highway Agency,1998,,1019,Good,40.82350277829358,-73.01323333299973
1064121,Suffolk,'JCT RTS 112+495','RTE I495','RTE 112',State Highway Agency,1970,,0619,Fair,40.8239194436847,-72.99661944367257
1064122,Suffolk,'JCT RTS 112+495','RTE I495','RTE 112',State Highway Agency,1970,,0619,Fair,40.8236527782447,-72.9965944435582
1064139,Suffolk,'1.1 MI E RTS 112+495','HORSE BLOCK ROAD','495I495I07041250  RTE I4',State Highway Agency,1970,2013,0719,Fair,40.82232222210692,-72.97530555620239
1064140,Suffolk,'2 MI E RTS 112+495','BELLPORT AVENUE','RTE I495',State Highway Agency,1970,,0618,Fair,40.82522500013569,-72.95768888920163
1064151,Suffolk,'3 MI E JCT SH 112 & I495','RTE I495','SILLS ROAD',State Highway Agency,1970,,0819,Fair,40.82895833277932,-72.93848888941032
1064152,Suffolk,'3 MI E JCT SH 112 & I495','RTE I495','SILLS ROAD',State Highway Agency,1970,,0819,Fair,40.828702778012406,-72.9383722216111
1064160,Suffolk,'4.1 MI E JCT SH112 & I495','YAPHANK AVENUE','495I 495I07041281  RTE I',State Highway Agency,1970,,0619,Fair,40.832438889178306,-72.91712222232398
1064171,Suffolk,'4.4 MI E RTS 112+495','RTE I495','CARMANS RIVER',State Highway Agency,1970,,1119,Fair,40.83379166682786,-72.91179444373124
1064172,Suffolk,'4.4 MI E RTS 112+495','RTE I495','CARMANS RIVER',State Highway Agency,1970,,1119,Fair,40.833577777856405,-72.911563889317
1064180,Suffolk,'4.7 MI E RTS 112+495','BROADWAY MAIN ST','495I495I07041288  RTE I4',State Highway Agency,1970,,1019,Fair,40.836075000214265,-72.90581388906601
1064191,Suffolk,'5.7 MI E RTS 112+495','RTE I495','WILLIAM FLOYD PKY',State Highway Agency,1970,,1119,Fair,40.84405277781923,-72.89075555572245
1064192,Suffolk,'5.7 MI E RTS 112+495','RTE I495','WILLIAM FLOYD PKY',State Highway Agency,1970,2013,1119,Fair,40.84383055575688,-72.89055833329677
1064201,Suffolk,'EAST OF EXIT 68 - I495','RTE I495','LONG ISLAND- MAIN',State Highway Agency,1970,,0819,Fair,40.851158333015086,-72.86023055622968
1064202,Suffolk,'EAST OF EXIT 68 - I495','RTE I495','LONG ISLAND- MAIN',State Highway Agency,1970,,0819,Fair,40.8508694440426,-72.86085833308621
1064210,Suffolk,'7.3 MI E RTS 112+495','WEEKS AVENUE','RTE I495',State Highway Agency,1970,,1018,Fair,40.8546583332356,-72.84332222161021
1064229,Suffolk,'8.8 MI E JCT SH112 & I495','WADING RIVER ROAD','495I495I07041336  RTE I4',State Highway Agency,1970,,1019,Fair,40.863269444076145,-72.82228333270308
1064230,Suffolk,'9.5 MI E RTS 112+495','RYERSON AVE','495I495I07041342  RTE I4',State Highway Agency,1970,,1119,Fair,40.86827500032706,-72.80949444380448
1064249,Suffolk,'EXIT 70 OF I495','COUNTY ROUTE 111','495I495I07041347  RTE I4',State Highway Agency,1970,,1119,Fair,40.871752778207686,-72.80221111099168
1064560,Suffolk,'3 MI W JCT RTS 495+112','RTE 906A','CR 97-NICOLLS RD  CR 97-',State Highway Agency,1970,,0619,Fair,40.81980555566648,-73.05403888886089
1064570,Suffolk,'3 MI W JCT I495 & SH 112','RTE 906B','CR 97-NICOLLS RD  CR 97-',State Highway Agency,1970,,0619,Fair,40.82038055623106,-73.05438333258522
1072300,Suffolk,'.4 MI E JCT SH 27 & HSP','CONNETQUOT AVE','RTE 27',State Highway Agency,1983,,1118,Fair,40.74734444383238,-73.16998333316283
1072679,Suffolk,'1.1 MI W JCT SH 27 & SH 1','RTE 27','SAXON AVE',State Highway Agency,1985,,0818,Good,40.73920277773421,-73.22871944355471
1072689,Suffolk,'.4 MI W JCT SH 27 & SH 11','RTE 27','COMMACK ROAD',State Highway Agency,1985,,0918,Good,40.74141944431426,-73.21433055632042
1073220,Suffolk,'AT INTERS.RTS 27 & 454','RTE 454','27  27 07051206  27  27',State Highway Agency,1989,,1119,Good,40.76935277794041,-73.05795555607607
1073231,Suffolk,'.7 MI E JCT SH 27 & SH454','NICOLLS ROAD SB','27  27 07051213  27  27',State Highway Agency,1989,,1119,Fair,40.77204166719771,-73.04676944400238
1073232,Suffolk,'.7 MI E JCT SH 27 & SH454','NICOLLS ROAD NB','27  27 07051213  27  27',State Highway Agency,1989,,1119,Fair,40.77214722212097,-73.04648055568849
1073240,Suffolk,'JCT RTE 112 & 27-SUNRISHW','RTE 112','RTE 27',State Highway Agency,1992,,0618,Good,40.779616666719775,-73.00822499981366
1073250,Suffolk,'3.6 MI W JCT SH27 & SH454','OAKDLE-BOHEMIA RD','27  27 07051170 E.B.  RT',State Highway Agency,1997,,1119,Good,40.75212222167324,-73.12458055630869
1073260,Suffolk,'3.0 MI W JCT RTS 27 & 454','LOCUST AVENUE','27  27 07051176 E.B.  RT',State Highway Agency,1997,,1119,Good,40.75491111086731,-73.11313888880808
1073270,Suffolk,'2.6 MI W JCT RTS 27 & 454','SMITHTOWN AVENUE','27 27 07051179  RTE 27',State Highway Agency,1997,,0919,Good,40.757319443896904,-73.10698333334228
1073281,Suffolk,'2.1 MI W OF JCT 27 & 454','RTE 27','LAKELAND AVENUE',State Highway Agency,1998,,0118,Good,40.76091944383537,-73.09809166672626
1073282,Suffolk,'2.1 MI W OF JCT 27 & 454','RTE 27','LAKELAND AVENUE',State Highway Agency,1998,,0118,Good,40.760763889334704,-73.09798888867796
1073290,Suffolk,'1.8 MI W OF JCT 27 & 454','JOHNSON AVENUE','RTE 27',State Highway Agency,1996,,0618,Fair,40.76289166696982,-73.09032499986637
1073300,Suffolk,'1.4 MI W OF SH 27 & SH 45','LINCOLN AVE','27  27 07051193  RTE 27',State Highway Agency,1996,,0619,Poor,40.76434999977255,-73.08291388889093
1073310,Suffolk,'0.5 MI W OF JCT 27 & 454','BROADWAY AVENUE','RTE 27',State Highway Agency,1996,,0618,Good,40.768525000077005,-73.06625000023334
1073810,Nassau,'JCT SH 878 & LONG ISLAND','RTE 878','LIRR - FAR ROCKWY',State Highway Agency,1990,,0918,Fair,40.61232222189412,-73.74399166669593
1074330,Suffolk,'INT.I495 & SAGTIKOS PRKWY','RTE 906A','SGSP NB TO 495 EB',State Highway Agency,1991,,0218,Good,40.80421388922898,-73.27590277831995
1074610,Suffolk,'JCT SAGTIKOS ST PKWY & I4','906BWB TO SGSP SB','RTE 908K',State Highway Agency,1993,,0418,Good,40.807080556187906,-73.28191111069047
1074620,Suffolk,'JCTS SAGTIKOS ST PKWY&LIE','RAMP495WB-SGSPSB','495I495I07031088  RTE I4',State Highway Agency,1993,,1119,Good,40.805019444319356,-73.28392499970845
1077130,Nassau,'EXIT 31 SSP EB TO BSP NB','SSP WB TO BSP NB','MASSAPEQUA CREEK',State Highway Agency,1990,,1018,Good,40.706774999985996,-73.45138055638742
1077210,Nassau,'0.1 MI W JCT RT I495 &135','RTE I495','RTE I495',State Highway Agency,1997,,0918,Fair,40.79949999984376,-73.49095833264744
1077220,Nassau,'0.1 MI N JCT RT I495 &135','RTE 135','RTE I495',State Highway Agency,1996,,0918,Good,40.80110833279681,-73.48937777834607
1077431,Suffolk,'NICOLLS RD / RTE 25','NICOLLS ROAD (SB)','RTE 25',State Highway Agency,1998,,0519,Good,40.86055555626368,-73.0686222218283
1077432,Suffolk,'JCT NICOLLS RD & RTE 25','NICOLLS ROAD (NB)','RTE 25',State Highway Agency,1998,,0519,Good,40.86058055612149,-73.06839444410654
1077480,Nassau,'.7 MI SO OF INT SSP & MSP','WASHINGTON AVENUE','EAST MEADOW BROOK',Town or Township Highway Agency,1934,,0819,Good,40.6797861107922,-73.57370000020597
1077560,Nassau,'NSP 2.5 MI NE QUEENS CL','SHELTER ROCK ROAD','RTE 908G',State Highway Agency,2000,,0718,Good,40.77351666704387,-73.67059166691352
1077760,Nassau,'AT FREEPORT SOUTH OF SSP','BABYLON TURNPIKE','EAST MEADOW BROOK',State Highway Agency,1964,,0919,Fair,40.665361111194684,-73.57018888910387
